0,1,2,3,4
1,138,2039,-1901,None
2,136,1989,-1853,None
3,153,2009,-1856,None
4,138,2067,-1929,None
5,169,2033,-1864,None
6,165,2021,-1856,None
7,157,1985,-1828,None
8,153,1953,-1800,None
9,166,1969,-1803,None
10,156,1919,-1763,None
11,144,1945,-1801,None
12,156,1953,-1797,None
13,150,1935,-1785,None
14,148,1925,-1777,None
15,164,1917,-1753,None
16,157,1903,-1746,None
17,136,1897,-1761,None
18,144,1915,-1771,None
19,136,1911,-1775,None
20,148,1891,-1743,None
21,132,1959,-1827,None
22,148,1899,-1751,None
23,145,1905,-1760,None
24,135,1861,-1726,None
25,135,1899,-1764,None
26,145,1933,-1788,None
27,159,1897,-1738,None
28,148,1989,-1841,None
29,125,1981,-1856,None
30,131,1945,-1814,None
31,117,1905,-1788,None
32,120,1927,-1807,None
33,144,1845,-1701,None
34,138,1867,-1729,None
35,120,1947,-1827,None
36,125,1899,-1774,None
37,131,1945,-1814,None
38,137,1915,-1778,None
39,143,1961,-1818,None
40,137,1921,-1784,None
41,147,1903,-1756,None
42,137,1847,-1710,None
43,133,1869,-1736,None
44,134,1959,-1825,None
45,123,1921,-1798,None
46,123,1927,-1804,None
47,141,1965,-1824,None
48,128,2035,-1907,None
49,126,2001,-1875,None
50,126,2021,-1895,None
51,122,2091,-1969,None
52,117,2021,-1904,None
53,134,1997,-1863,None
54,135,1979,-1844,None
55,129,1931,-1802,None
56,129,1965,-1836,None
57,132,1949,-1817,None
58,134,1957,-1823,None
59,109,1963,-1854,None
60,128,1931,-1803,None
61,100,1915,-1815,None
62,122,1949,-1827,None
63,121,1899,-1778,None
64,121,1905,-1784,None
65,148,1943,-1795,None
66,137,1933,-1796,None
67,118,2003,-1885,None
68,139,1973,-1834,None
69,126,1967,-1841,None
70,131,1957,-1826,None
71,132,1999,-1867,None
72,109,1961,-1852,None
73,119,1915,-1796,None
74,110,1857,-1747,None
75,122,1985,-1863,None
76,118,1941,-1823,None
77,103,1983,-1880,None
78,101,1975,-1874,None
79,98,1921,-1823,None
80,122,1875,-1753,None
81,95,1881,-1786,None
82,100,1937,-1837,None
83,101,1877,-1776,None
84,91,1937,-1846,None
85,103,1941,-1838,None
86,105,1913,-1808,None
87,111,1917,-1806,None
88,117,1909,-1792,None
89,122,1877,-1755,None
90,103,1881,-1778,None
91,109,1879,-1770,None
92,100,1911,-1811,None
93,107,1825,-1718,None
94,106,1855,-1749,None
95,103,1879,-1776,None
96,118,1827,-1709,None
97,117,1823,-1706,None
98,97,1847,-1750,None
99,108,1817,-1709,None
100,98,1855,-1757,None
101,115,1813,-1698,None
102,108,1827,-1719,None
103,98,1779,-1681,None
104,111,1769,-1658,None
105,92,1785,-1693,None
106,101,1817,-1716,None
107,110,1795,-1685,None
108,101,1765,-1664,None
109,110,1781,-1671,None
110,112,1779,-1667,None
111,101,1831,-1730,None
112,89,1851,-1762,None
113,104,1833,-1729,None
114,111,1803,-1692,None
115,90,1837,-1747,None
116,107,1791,-1684,None
117,101,1789,-1688,None
118,121,1797,-1676,None
119,92,1823,-1731,None
120,92,1833,-1741,None
121,106,1827,-1721,None
122,88,1807,-1719,None
123,97,1831,-1734,None
124,112,1785,-1673,None
125,99,1831,-1732,None
126,110,1775,-1665,None
127,95,1795,-1700,None
128,98,1779,-1681,None
129,109,1745,-1636,None
130,102,1785,-1683,None
131,111,1787,-1676,None
132,92,1819,-1727,None
133,103,1809,-1706,None
134,94,1815,-1721,None
135,97,1805,-1708,None
136,105,1805,-1700,None
137,93,1827,-1734,None
138,93,1819,-1726,None
139,102,1823,-1721,None
140,109,1835,-1726,None
141,105,1835,-1730,None
142,101,1837,-1736,None
143,105,1867,-1762,None
144,107,1823,-1716,None
145,101,1847,-1746,None
146,109,1869,-1760,None
147,95,1817,-1722,None
148,117,1793,-1676,None
149,92,1831,-1739,None
150,100,1801,-1701,None
151,102,1785,-1683,None
152,94,1837,-1743,None
153,108,1761,-1653,None
154,92,1781,-1689,None
155,99,1805,-1706,None
156,105,1829,-1724,None
157,107,1821,-1714,None
158,88,1861,-1773,None
159,96,1791,-1695,None
160,103,1751,-1648,None
161,113,1799,-1686,None
162,106,1819,-1713,None
163,96,1839,-1743,None
164,106,1791,-1685,None
165,98,1777,-1679,None
166,112,1795,-1683,None
167,94,1789,-1695,None
168,89,1843,-1754,None
169,97,1831,-1734,None
170,106,1807,-1701,None
171,105,1835,-1730,None
172,96,1849,-1753,None
173,108,1831,-1723,None
174,98,1843,-1745,None
175,96,1817,-1721,None
176,101,1827,-1726,None
177,95,1853,-1758,None
178,90,1821,-1731,None
179,108,1825,-1717,None
180,93,1817,-1724,None
181,86,1861,-1775,None
182,89,1845,-1756,None
183,80,1835,-1755,None
184,101,1835,-1734,None
185,100,1821,-1721,None
186,89,1871,-1782,None
187,100,1831,-1731,None
188,92,1825,-1733,None
189,104,1839,-1735,None
190,117,1845,-1728,None
191,103,1823,-1720,None
192,100,1845,-1745,None
193,96,1813,-1717,None
194,107,1773,-1666,None
195,107,1829,-1722,None
196,111,1765,-1654,None
197,104,1813,-1709,None
198,101,1879,-1778,None
199,118,1809,-1691,None
200,99,1831,-1732,None
201,102,1843,-1741,None
202,107,1809,-1702,None
203,109,1809,-1700,None
204,110,1801,-1691,None
205,101,1821,-1720,None
206,123,1763,-1640,None
207,106,1877,-1771,None
208,90,1833,-1743,None
209,100,1839,-1739,None
210,113,1829,-1716,None
211,129,1801,-1672,None
212,100,1871,-1771,None
213,112,1859,-1747,None
214,110,1811,-1701,None
215,100,1859,-1759,None
216,109,1857,-1748,None
217,109,1805,-1696,None
218,109,1841,-1732,None
219,130,1853,-1723,None
220,100,1821,-1721,None
221,105,1805,-1700,None
222,111,1867,-1756,None
223,101,1799,-1698,None
224,117,1839,-1722,None
225,117,1855,-1738,None
226,97,1875,-1778,None
227,109,1819,-1710,None
228,112,1837,-1725,None
229,107,1775,-1668,None
230,106,1821,-1715,None
231,119,1853,-1734,None
232,107,1863,-1756,None
233,108,1849,-1741,None
234,97,1835,-1738,None
235,107,1841,-1734,None
236,104,1819,-1715,None
237,107,1845,-1738,None
238,105,1849,-1744,None
239,102,1849,-1747,None
240,126,1805,-1679,None
241,114,1785,-1671,None
242,112,1825,-1713,None
243,114,1823,-1709,None
244,126,1773,-1647,None
245,107,1857,-1750,None
246,102,1839,-1737,None
247,115,1807,-1692,None
248,89,1859,-1770,None
249,106,1797,-1691,None
250,113,1861,-1748,None
251,90,1875,-1785,None
252,110,1821,-1711,None
253,112,1845,-1733,None
254,114,1849,-1735,None
255,111,1881,-1770,None
256,121,1855,-1734,None
257,115,1857,-1742,None
258,109,1871,-1762,None
259,118,1815,-1697,None
260,106,1831,-1725,None
261,108,1847,-1739,None
262,115,1851,-1736,None
263,111,1843,-1732,None
264,110,1817,-1707,None
265,120,1849,-1729,None
266,130,1837,-1707,None
267,118,1853,-1735,None
268,119,1869,-1750,None
269,131,1855,-1724,None
270,103,1847,-1744,None
271,121,1841,-1720,None
272,112,1883,-1771,None
273,124,1857,-1733,None
274,110,1853,-1743,None
275,120,1813,-1693,None
276,110,1857,-1747,None
277,108,1855,-1747,None
278,116,1805,-1689,None
279,108,1853,-1745,None
280,103,1851,-1748,None
281,116,1831,-1715,None
282,93,1853,-1760,None
283,105,1831,-1726,None
284,125,1821,-1696,None
285,116,1805,-1689,None
286,127,1839,-1712,None
287,103,1841,-1738,None
288,105,1851,-1746,None
289,123,1843,-1720,None
290,117,1819,-1702,None
291,122,1849,-1727,None
292,104,1835,-1731,None
293,109,1827,-1718,None
294,107,1847,-1740,None
295,101,1859,-1758,None
296,114,1839,-1725,None
297,112,1831,-1719,None
298,105,1821,-1716,None
299,103,1843,-1740,None
300,119,1815,-1696,None
301,114,1777,-1663,None
302,107,1831,-1724,None
303,116,1797,-1681,None
304,117,1795,-1678,None
305,104,1825,-1721,None
306,124,1817,-1693,None
307,108,1829,-1721,None
308,111,1793,-1682,None
309,108,1839,-1731,None
310,116,1845,-1729,None
311,105,1819,-1714,None
312,111,1821,-1710,None
313,107,1827,-1720,None
314,100,1819,-1719,None
315,115,1805,-1690,None
316,112,1797,-1685,None
317,106,1841,-1735,None
318,115,1807,-1692,None
319,99,1807,-1708,None
320,113,1817,-1704,None
321,130,1801,-1671,None
322,105,1857,-1752,None
323,109,1833,-1724,None
324,99,1817,-1718,None
325,116,1793,-1677,None
326,130,1809,-1679,None
327,121,1811,-1690,None
328,109,1839,-1730,None
329,114,1789,-1675,None
330,116,1821,-1705,None
331,110,1835,-1725,None
332,110,1829,-1719,None
333,98,1867,-1769,None
334,108,1819,-1711,None
335,117,1785,-1668,None
336,113,1799,-1686,None
337,107,1823,-1716,None
338,112,1819,-1707,None
339,117,1809,-1692,None
340,112,1829,-1717,None
341,110,1779,-1669,None
342,96,1837,-1741,None
343,116,1807,-1691,None
344,113,1807,-1694,None
345,114,1823,-1709,None
346,122,1811,-1689,None
347,127,1787,-1660,None
348,120,1839,-1719,None
349,110,1833,-1723,None
350,131,1825,-1694,None
351,109,1819,-1710,None
352,113,1821,-1708,None
353,106,1833,-1727,None
354,115,1815,-1700,None
355,101,1819,-1718,None
356,124,1827,-1703,None
357,113,1811,-1698,None
358,113,1799,-1686,None
359,129,1765,-1636,None
360,123,1815,-1692,None
361,123,1765,-1642,None
362,111,1811,-1700,None
363,128,1765,-1637,None
364,116,1819,-1703,None
365,133,1791,-1658,None
366,104,1841,-1737,None
367,123,1783,-1660,None
368,100,1825,-1725,None
369,112,1819,-1707,None
370,98,1813,-1715,None
371,115,1797,-1682,None
372,117,1807,-1690,None
373,125,1775,-1650,None
374,128,1845,-1717,None
375,132,1829,-1697,None
376,105,1817,-1712,None
377,130,1807,-1677,None
378,125,1805,-1680,None
379,138,1789,-1651,None
380,112,1815,-1703,None
381,127,1825,-1698,None
382,119,1799,-1680,None
383,115,1817,-1702,None
384,117,1779,-1662,None
385,125,1791,-1666,None
386,125,1793,-1668,None
387,130,1823,-1693,None
388,119,1781,-1662,None
389,134,1801,-1667,None
390,112,1825,-1713,None
391,116,1813,-1697,None
392,122,1813,-1691,None
393,115,1825,-1710,None
394,129,1831,-1702,None
395,124,1793,-1669,None
396,115,1853,-1738,None
397,111,1859,-1748,None
398,118,1779,-1661,None
399,115,1825,-1710,None
400,121,1831,-1710,None
401,113,1793,-1680,None
402,109,1847,-1738,None
403,110,1833,-1723,None
404,106,1797,-1691,None
405,101,1827,-1726,None
406,109,1815,-1706,None
407,125,1807,-1682,None
408,129,1829,-1700,None
409,121,1831,-1710,None
410,109,1863,-1754,None
411,104,1803,-1699,None
412,122,1813,-1691,None
413,119,1827,-1708,None
414,103,1849,-1746,None
415,111,1819,-1708,None
416,114,1809,-1695,None
417,117,1815,-1698,None
418,115,1839,-1724,None
419,108,1821,-1713,None
420,112,1819,-1707,None
421,121,1865,-1744,None
422,133,1801,-1668,None
423,108,1849,-1741,None
424,107,1815,-1708,None
425,124,1837,-1713,None
426,111,1811,-1700,None
427,117,1757,-1640,None
428,111,1807,-1696,None
429,102,1781,-1679,None
430,123,1837,-1714,None
431,121,1789,-1668,None
432,104,1797,-1693,None
433,117,1809,-1692,None
434,98,1829,-1731,None
435,101,1831,-1730,None
436,105,1805,-1700,None
437,129,1791,-1662,None
438,103,1851,-1748,None
439,118,1787,-1669,None
440,115,1845,-1730,None
441,114,1791,-1677,None
442,103,1829,-1726,None
443,122,1773,-1651,None
444,106,1825,-1719,None
445,116,1793,-1677,None
446,113,1847,-1734,None
447,117,1845,-1728,None
448,116,1823,-1707,None
449,122,1843,-1721,None
450,113,1855,-1742,None
451,118,1831,-1713,None
452,120,1805,-1685,None
453,115,1759,-1644,None
454,109,1839,-1730,None
455,109,1823,-1714,None
456,123,1823,-1700,None
457,107,1853,-1746,None
458,118,1823,-1705,None
459,114,1793,-1679,None
460,111,1821,-1710,None
461,118,1831,-1713,None
462,112,1823,-1711,None
463,106,1835,-1729,None
464,115,1809,-1694,None
465,124,1835,-1711,None
466,113,1811,-1698,None
467,102,1831,-1729,None
468,113,1821,-1708,None
469,119,1839,-1720,None
470,110,1847,-1737,None
471,110,1821,-1711,None
472,107,1825,-1718,None
473,103,1819,-1716,None
474,117,1777,-1660,None
475,128,1789,-1661,None
476,115,1831,-1716,None
477,114,1829,-1715,None
478,99,1813,-1714,None
479,128,1789,-1661,None
480,113,1817,-1704,None
481,114,1819,-1705,None
482,116,1799,-1683,None
483,123,1805,-1682,None
484,122,1797,-1675,None
485,114,1813,-1699,None
486,113,1779,-1666,None
487,109,1817,-1708,None
488,115,1831,-1716,None
489,117,1783,-1666,None
490,99,1839,-1740,None
491,121,1833,-1712,None
492,106,1831,-1725,None
493,94,1811,-1717,None
494,113,1849,-1736,None
495,107,1831,-1724,None
496,121,1773,-1652,None
497,118,1803,-1685,None
498,98,1787,-1689,None
499,91,1837,-1746,None
500,111,1811,-1700,None
501,119,1809,-1690,None
502,112,1811,-1699,None
503,110,1821,-1711,None
504,100,1799,-1699,None
505,134,1787,-1653,None
506,104,1809,-1705,None
507,105,1811,-1706,None
508,108,1821,-1713,None
509,103,1815,-1712,None
510,111,1803,-1692,None
511,105,1843,-1738,None
512,102,1809,-1707,None
513,109,1803,-1694,None
514,116,1805,-1689,None
515,105,1839,-1734,None
516,122,1795,-1673,None
517,113,1825,-1712,None
518,110,1801,-1691,None
519,119,1783,-1664,None
520,96,1765,-1669,None
521,117,1779,-1662,None
522,109,1755,-1646,None
523,110,1783,-1673,None
524,115,1757,-1642,None
525,102,1841,-1739,None
526,106,1833,-1727,None
527,109,1775,-1666,None
528,118,1765,-1647,None
529,93,1809,-1716,None
530,101,1777,-1676,None
531,103,1833,-1730,None
532,115,1781,-1666,None
533,100,1815,-1715,None
534,101,1775,-1674,None
535,104,1829,-1725,None
536,104,1795,-1691,None
537,87,1785,-1698,None
538,92,1807,-1715,None
539,87,1831,-1744,None
540,111,1773,-1662,None
541,111,1799,-1688,None
542,115,1767,-1652,None
543,93,1813,-1720,None
544,101,1771,-1670,None
545,103,1759,-1656,None
546,102,1783,-1681,None
547,93,1821,-1728,None
548,108,1773,-1665,None
549,89,1821,-1732,None
550,103,1799,-1696,None
551,94,1803,-1709,None
552,96,1771,-1675,None
553,98,1799,-1701,None
554,92,1823,-1731,None
555,96,1785,-1689,None
556,98,1755,-1657,None
557,98,1785,-1687,None
558,106,1773,-1667,None
559,85,1841,-1756,None
560,103,1805,-1702,None
561,108,1741,-1633,None
562,99,1811,-1712,None
563,97,1807,-1710,None
564,100,1783,-1683,None
565,93,1785,-1692,None
566,96,1777,-1681,None
567,95,1811,-1716,None
568,87,1803,-1716,None
569,98,1757,-1659,None
570,91,1785,-1694,None
571,90,1817,-1727,None
572,97,1771,-1674,None
573,99,1801,-1702,None
574,91,1821,-1730,None
575,101,1785,-1684,None
576,86,1807,-1721,None
577,109,1831,-1722,None
578,97,1823,-1726,None
579,107,1817,-1710,None
580,110,1823,-1713,None
581,100,1819,-1719,None
582,102,1797,-1695,None
583,87,1843,-1756,None
584,90,1803,-1713,None
585,88,1851,-1763,None
586,87,1843,-1756,None
587,89,1785,-1696,None
588,108,1819,-1711,None
589,99,1765,-1666,None
590,103,1805,-1702,None
591,100,1753,-1653,None
592,105,1761,-1656,None
593,102,1791,-1689,None
594,92,1809,-1717,None
595,97,1763,-1666,None
596,88,1791,-1703,None
597,93,1795,-1702,None
598,100,1835,-1735,None
599,93,1809,-1716,None
600,90,1805,-1715,None
601,91,1795,-1704,None
602,97,1769,-1672,None
603,95,1805,-1710,None
604,77,1825,-1748,None
605,98,1791,-1693,None
606,81,1761,-1680,None
607,106,1773,-1667,None
608,89,1749,-1660,None
609,70,1851,-1781,None
610,85,1793,-1708,None
611,92,1789,-1697,None
612,90,1821,-1731,None
613,96,1757,-1661,None
614,81,1815,-1734,None
615,104,1761,-1657,None
616,101,1733,-1632,None
617,81,1781,-1700,None
618,84,1779,-1695,None
619,92,1767,-1675,None
620,84,1823,-1739,None
621,99,1769,-1670,None
622,87,1771,-1684,None
623,95,1771,-1676,None
624,92,1787,-1695,None
625,100,1807,-1707,None
626,98,1777,-1679,None
627,89,1819,-1730,None
628,90,1769,-1679,None
629,80,1781,-1701,None
630,97,1779,-1682,None
631,88,1779,-1691,None
632,81,1801,-1720,None
633,80,1817,-1737,None
634,85,1799,-1714,None
635,94,1821,-1727,None
636,98,1777,-1679,None
637,101,1759,-1658,None
638,96,1767,-1671,None
639,84,1775,-1691,None
640,91,1793,-1702,None
641,88,1845,-1757,None
642,98,1795,-1697,None
643,89,1781,-1692,None
644,82,1845,-1763,None
645,89,1799,-1710,None
646,88,1783,-1695,None
647,101,1747,-1646,None
648,81,1833,-1752,None
649,89,1801,-1712,None
650,108,1749,-1641,None
651,73,1841,-1768,None
652,97,1807,-1710,None
653,96,1767,-1671,None
654,88,1829,-1741,None
655,84,1809,-1725,None
656,103,1749,-1646,None
657,87,1809,-1722,None
658,105,1803,-1698,None
659,93,1809,-1716,None
660,76,1799,-1723,None
661,82,1815,-1733,None
662,86,1811,-1725,None
663,82,1827,-1745,None
664,94,1843,-1749,None
665,94,1839,-1745,None
666,96,1775,-1679,None
667,80,1833,-1753,None
668,110,1795,-1685,None
669,94,1805,-1711,None
670,77,1813,-1736,None
671,103,1795,-1692,None
672,96,1807,-1711,None
673,95,1817,-1722,None
674,102,1789,-1687,None
675,88,1805,-1717,None
676,93,1787,-1694,None
677,83,1807,-1724,None
678,83,1839,-1756,None
679,95,1817,-1722,None
680,85,1797,-1712,None
681,80,1825,-1745,None
682,81,1825,-1744,None
683,91,1823,-1732,None
684,108,1779,-1671,None
685,95,1805,-1710,None
686,85,1817,-1732,None
687,88,1805,-1717,None
688,87,1777,-1690,None
689,86,1859,-1773,None
690,80,1831,-1751,None
691,97,1809,-1712,None
692,95,1773,-1678,None
693,84,1813,-1729,None
694,98,1779,-1681,None
695,88,1839,-1751,None
696,92,1821,-1729,None
697,95,1783,-1688,None
698,87,1761,-1674,None
699,93,1771,-1678,None
700,101,1781,-1680,None
701,89,1825,-1736,None
702,93,1827,-1734,None
703,100,1807,-1707,None
704,85,1805,-1720,None
705,101,1793,-1692,None
706,107,1773,-1666,None
707,99,1755,-1656,None
708,86,1795,-1709,None
709,83,1795,-1712,None
710,95,1781,-1686,None
711,80,1825,-1745,None
712,98,1793,-1695,None
713,94,1817,-1723,None
714,94,1833,-1739,None
715,96,1825,-1729,None
716,98,1809,-1711,None
717,93,1827,-1734,None
718,92,1809,-1717,None
719,105,1791,-1686,None
720,103,1813,-1710,None
721,87,1843,-1756,None
722,85,1795,-1710,None
723,108,1809,-1701,None
724,94,1797,-1703,None
725,106,1815,-1709,None
726,93,1837,-1744,None
727,102,1829,-1727,None
728,113,1777,-1664,None
729,95,1813,-1718,None
730,92,1831,-1739,None
731,93,1799,-1706,None
732,92,1805,-1713,None
733,96,1827,-1731,None
734,102,1805,-1703,None
735,91,1841,-1750,None
736,94,1799,-1705,None
737,92,1841,-1749,None
738,105,1789,-1684,None
739,85,1779,-1694,None
740,95,1807,-1712,None
741,88,1803,-1715,None
742,101,1785,-1684,None
743,90,1797,-1707,None
744,95,1771,-1676,None
745,98,1811,-1713,None
746,88,1839,-1751,None
747,103,1847,-1744,None
748,94,1803,-1709,None
749,92,1787,-1695,None
750,96,1817,-1721,None
751,89,1837,-1748,None
752,97,1779,-1682,None
753,105,1763,-1658,None
754,93,1805,-1712,None
755,97,1813,-1716,None
756,88,1813,-1725,None
757,97,1817,-1720,None
758,100,1783,-1683,None
759,88,1811,-1723,None
760,93,1791,-1698,None
761,99,1803,-1704,None
762,92,1785,-1693,None
763,88,1799,-1711,None
764,93,1801,-1708,None
765,87,1813,-1726,None
766,118,1775,-1657,None
767,96,1795,-1699,None
768,101,1811,-1710,None
769,102,1801,-1699,None
770,84,1815,-1731,None
771,92,1813,-1721,None
772,98,1775,-1677,None
773,106,1761,-1655,None
774,92,1799,-1707,None
775,105,1799,-1694,None
776,105,1813,-1708,None
777,93,1817,-1724,None
778,102,1805,-1703,None
779,92,1833,-1741,None
780,103,1793,-1690,None
781,84,1825,-1741,None
782,82,1811,-1729,None
783,99,1825,-1726,None
784,101,1771,-1670,None
785,99,1775,-1676,None
786,99,1773,-1674,None
787,116,1773,-1657,None
788,84,1835,-1751,None
789,87,1815,-1728,None
790,74,1833,-1759,None
791,84,1831,-1747,None
792,93,1775,-1682,None
793,101,1769,-1668,None
794,108,1823,-1715,None
795,87,1791,-1704,None
796,93,1785,-1692,None
797,99,1787,-1688,None
798,104,1823,-1719,None
799,88,1809,-1721,None
800,97,1789,-1692,None
801,94,1817,-1723,None
802,93,1813,-1720,None
803,93,1807,-1714,None
804,95,1829,-1734,None
805,90,1821,-1731,None
806,91,1759,-1668,None
807,92,1777,-1685,None
808,88,1797,-1709,None
809,92,1837,-1745,None
810,74,1815,-1741,None
811,88,1801,-1713,None
812,95,1773,-1678,None
813,93,1781,-1688,None
814,90,1823,-1733,None
815,79,1829,-1750,None
816,89,1809,-1720,None
817,84,1809,-1725,None
818,97,1769,-1672,None
819,102,1747,-1645,None
820,89,1823,-1734,None
821,99,1789,-1690,None
822,97,1767,-1670,None
823,100,1781,-1681,None
824,80,1793,-1713,None
825,87,1821,-1734,None
826,97,1771,-1674,None
827,93,1833,-1740,None
828,90,1763,-1673,None
829,107,1741,-1634,None
830,100,1763,-1663,None
831,99,1747,-1648,None
832,100,1743,-1643,None
833,87,1783,-1696,None
834,80,1775,-1695,None
835,88,1815,-1727,None
836,100,1737,-1637,None
837,85,1793,-1708,None
838,77,1817,-1740,None
839,70,1821,-1751,None
840,98,1745,-1647,None
841,98,1771,-1673,None
842,104,1723,-1619,None
843,102,1795,-1693,None
844,89,1755,-1666,None
845,84,1803,-1719,None
846,94,1753,-1659,None
847,97,1777,-1680,None
848,86,1801,-1715,None
849,84,1817,-1733,None
850,81,1799,-1718,None
851,96,1777,-1681,None
852,101,1787,-1686,None
853,82,1763,-1681,None
854,88,1803,-1715,None
855,94,1795,-1701,None
856,81,1765,-1684,None
857,88,1787,-1699,None
858,92,1751,-1659,None
859,88,1803,-1715,None
860,89,1763,-1674,None
861,92,1785,-1693,None
862,73,1819,-1746,None
863,82,1823,-1741,None
864,84,1841,-1757,None
865,95,1761,-1666,None
866,92,1793,-1701,None
867,74,1833,-1759,None
868,85,1813,-1728,None
869,85,1817,-1732,None
870,89,1757,-1668,None
871,82,1817,-1735,None
872,95,1767,-1672,None
873,86,1815,-1729,None
874,87,1821,-1734,None
875,87,1793,-1706,None
876,99,1785,-1686,None
877,90,1761,-1671,None
878,87,1779,-1692,None
879,80,1811,-1731,None
880,89,1779,-1690,None
881,89,1767,-1678,None
882,90,1751,-1661,None
883,89,1799,-1710,None
884,87,1791,-1704,None
885,90,1815,-1725,None
886,86,1749,-1663,None
887,78,1809,-1731,None
888,81,1771,-1690,None
889,86,1757,-1671,None
890,95,1769,-1674,None
891,99,1801,-1702,None
892,94,1745,-1651,None
893,94,1779,-1685,None
894,99,1729,-1630,None
895,82,1771,-1689,None
896,98,1713,-1615,None
897,94,1775,-1681,None
898,97,1765,-1668,None
899,94,1747,-1653,None
900,73,1803,-1730,None
901,91,1757,-1666,None
902,92,1761,-1669,None
903,87,1763,-1676,None
904,86,1793,-1707,None
905,93,1741,-1648,None
906,91,1743,-1652,None
907,88,1731,-1643,None
908,87,1721,-1634,None
909,87,1757,-1670,None
910,77,1779,-1702,None
911,94,1727,-1633,None
912,85,1779,-1694,None
913,73,1805,-1732,None
914,94,1749,-1655,None
915,92,1685,-1593,None
916,86,1801,-1715,None
917,89,1801,-1712,None
918,76,1787,-1711,None
919,82,1769,-1687,None
920,72,1785,-1713,None
921,86,1743,-1657,None
922,89,1745,-1656,None
923,86,1755,-1669,None
924,90,1775,-1685,None
925,96,1711,-1615,None
926,96,1745,-1649,None
927,86,1741,-1655,None
928,97,1761,-1664,None
929,90,1749,-1659,None
930,74,1801,-1727,None
931,89,1759,-1670,None
932,107,1753,-1646,None
933,83,1813,-1730,None
934,87,1743,-1656,None
935,91,1743,-1652,None
936,95,1741,-1646,None
937,88,1765,-1677,None
938,101,1719,-1618,None
939,108,1699,-1591,None
940,85,1753,-1668,None
941,89,1743,-1654,None
942,76,1781,-1705,None
943,93,1743,-1650,None
944,95,1765,-1670,None
945,95,1745,-1650,None
946,87,1777,-1690,None
947,95,1747,-1652,None
948,91,1777,-1686,None
949,90,1767,-1677,None
950,83,1781,-1698,None
951,78,1773,-1695,None
952,94,1717,-1623,None
953,83,1801,-1718,None
954,100,1739,-1639,None
955,80,1747,-1667,None
956,102,1721,-1619,None
957,93,1763,-1670,None
958,80,1735,-1655,None
959,95,1751,-1656,None
960,93,1765,-1672,None
961,106,1721,-1615,None
962,83,1787,-1704,None
963,83,1781,-1698,None
964,95,1737,-1642,None
965,87,1775,-1688,None
966,83,1785,-1702,None
967,89,1767,-1678,None
968,98,1763,-1665,None
969,91,1763,-1672,None
970,87,1777,-1690,None
971,82,1771,-1689,None
972,89,1779,-1690,None
973,84,1807,-1723,None
974,98,1781,-1683,None
975,87,1821,-1734,None
976,83,1825,-1742,None
977,87,1787,-1700,None
978,94,1767,-1673,None
979,99,1771,-1672,None
980,81,1791,-1710,None
981,84,1799,-1715,None
982,93,1783,-1690,None
983,94,1789,-1695,None
984,101,1759,-1658,None
985,96,1791,-1695,None
986,98,1737,-1639,None
987,87,1839,-1752,None
988,100,1743,-1643,None
989,89,1767,-1678,None
990,95,1753,-1658,None
991,80,1781,-1701,None
992,93,1783,-1690,None
993,90,1747,-1657,None
994,108,1713,-1605,None
995,95,1759,-1664,None
996,93,1795,-1702,None
997,92,1773,-1681,None
998,96,1779,-1683,None
999,85,1805,-1720,None
